"X","title","console","genre","critic_score","total_sales"
3368,"Ratatouille","Wii","Platform",6.5,0.5
3371,"Epic Mickey: Power of Illusion","3DS","Platform",6.6,0.5
3374,"Pro Evolution Soccer 2012","X360","Sports",7.7,0.5
3377,"Hometown Story","3DS","Simulation",5.5,0.5
3378,"Dead or Alive Ultimate","XB","Fighting",8.1,0.5
3381,"Transformers: War for Cybertron","PS3","Action",7.8,0.5
3382,"Hitman: Blood Money","PS2","Action",8.2,0.5
3383,"WWE SmackDown vs. RAW 2007","X360","Fighting",8,0.5
3388,"R.U.S.E.","PS3","Strategy",8,0.5
3390,"Super Monkey Ball 3D","3DS","Action",5.7,0.5
3391,"Spider-Man 2","DS","Action",6.1,0.5
3400,"Fire Emblem: Radiant Dawn","Wii","Strategy",7.7,0.49
3403,"Kane & Lynch 2: Dog Days","X360","Shooter",6.4,0.49
3409,"Ace Combat: Assault Horizon","X360","Action",7,0.49
3410,"The Matrix: Path of Neo","PS2","Action",6.8,0.49
3411,"Dynasty Warriors: Gundam 2","PS3","Action",5.9,0.49
3413,"Dragon Ball Z: Burst Limit","X360","Fighting",7.3,0.49
3418,"Animal Crossing: Amiibo Festival","WiiU","Party",4.8,0.49
3422,"MotorStorm: Apocalypse","PS3","Racing",7.6,0.49
3424,"Asphalt 3D","3DS","Racing",4,0.49
3427,"F1 2012","X360","Racing",8.5,0.49
3428,"Crazy Taxi","GC","Racing",7.2,0.49
3430,"DiRT 4","PS4","Racing",8.6,0.49
3431,"Babysitting Mama","Wii","Simulation",3.8,0.49
3438,"Alone in the Dark","X360","Adventure",6.3,0.49
3443,"Story of Seasons: Trio of Towns","3DS","Simulation",7.9,0.49
3444,"FIFA 13","WiiU","Sports",7,0.49
3445,"Mario Golf: World Tour","3DS","Sports",8.1,0.49
3450,"Tony Hawk's Project 8","X360","Sports",8.4,0.49
3453,"Star Wars Battlefront (2015)","PC","Shooter",7.5,0.49
3454,"Resident Evil: The Mercenaries 3D","3DS","Shooter",6.3,0.49
3456,"Star Wars Battlefront: Elite Squadron","DS","Shooter",5.9,0.49
3462,"Dark Sector","X360","Shooter",7.1,0.48
3465,"Far Cry 2","PC","Shooter",8.4,0.48
3467,"Cars 2","X360","Racing",7.5,0.48
3468,"Children of Mana","DS","Role-Playing",7,0.48
3476,"Harvest Moon 64","N64","Simulation",7.8,0.48
3483,"The Saboteur","PS3","Action",7.1,0.48
3491,"Sonic Lost World","3DS","Platform",5.2,0.48
3499,"You're in the Movies","X360","Misc",5.1,0.48
3501,"Crazy Taxi: Fare Wars","PSP","Racing",6.3,0.48
3503,"Tiger Woods PGA Tour 07","X360","Sports",8.2,0.48
3505,"Atelier Rorona: Alchemist of Arland","PS3","Role-Playing",6.4,0.48
3506,"Yu-Gi-Oh! Forbidden Memories (JP sales)","PS","Role-Playing",6.3,0.48
3507,"Theme Park Roller Coaster","PS2","Strategy",7.9,0.48
3512,"Alice in Wonderland","DS","Adventure",7,0.48
3518,"FIFA World Cup Germany 2006","X360","Sports",7.8,0.48
3519,"A Way Out","PS4","Action",7.5,0.48
3525,"Unreal Tournament III","X360","Shooter",7.8,0.47
3526,"Silent Hill: Shattered Memories","Wii","Adventure",7.3,0.47
3527,"Shadowrun (2007)","X360","Shooter",6.3,0.47
3529,"Dark Sector","PS3","Shooter",7.2,0.47
3530,"F.E.A.R. 2: Project Origin","PS3","Shooter",8.2,0.47
3531,"Petz Sports","Wii","Simulation",5,0.47
3532,"Dance Dance Revolution: Mario Mix","GC","Simulation",7,0.47
3534,"Dead Space Extraction","Wii","Shooter",8.2,0.47
3535,"Doom 64","N64","Shooter",7.4,0.47
3542,"Dragon Age Origins: Awakening","X360","Role-Playing",8.3,0.47
3543,"Quest 64","N64","Role-Playing",5.4,0.47
3544,"Final Fantasy Crystal Chronicles: Echoes of Time","DS","Role-Playing",7.7,0.47
3548,"Sonic Mania","NS","Platform",8.8,0.47
3549,"Spider-Man 3","DS","Platform",8,0.47
3551,"Spider-Man 3","Wii","Platform",4.8,0.47
3552,"Two Worlds II","PS3","Role-Playing",6.5,0.47
3554,"Dynasty Warriors Gundam","PS3","Action",6.4,0.47
3556,"Tiger Woods PGA Tour 07","Wii","Sports",7.1,0.47
3559,"Need for Speed Carbon","XB","Racing",7.9,0.47
3563,"Knack 2","PS4","Platform",6.7,0.47
3566,"James Bond 007: Blood Stone","X360","Action",6.2,0.47
3569,"NBA Live 07","X360","Sports",6,0.47
3570,"2010 FIFA World Cup South Africa","PSP","Sports",6.8,0.47
3576,"Viva Pinata: Trouble in Paradise","X360","Simulation",8.5,0.47
3578,"FlingSmash","Wii","Action",3.8,0.47
3583,"Spider-Man: Friend or Foe","DS","Action",5.3,0.47
3586,"Detective Pikachu","3DS","Adventure",7.1,0.47
3587,"Warhammer 40,000: Dawn of War II","PC","Strategy",8.7,0.47
3590,"Alien Trilogy","PS","Shooter",8,0.47
3593,"Luigi's Mansion","3DS","Adventure",7.3,0.47
3594,"Just Dance 2014","PS4","Music",7.5,0.47
3595,"ICO","PS2","Adventure",8.8,0.47
3600,"Fantavision","PS2","Puzzle",8,0.47
3604,"Mario Sports Superstars","3DS","Sports",6,0.46
3609,"Mega Man Star Force 3: Black Ace / Red Joker","DS","Role-Playing",5.7,0.46
3612,"ATV Offroad Fury Pro","PSP","Racing",7.6,0.46
3616,"Metal Gear Solid: The Essential Collection","PS2","Adventure",9,0.46
3617,"FIFA Soccer 12","PC","Sports",9.1,0.46
3622,"The Golden Compass","X360","Adventure",4.4,0.46
3623,"Dragon Ball Z: Collectible Card Game","GBA","Misc",6,0.46
3625,"MX vs. ATV: Alive","PS3","Racing",6.9,0.46
3626,"Need for Speed: Hot Pursuit","Wii","Racing",5,0.46
3628,"Crash Nitro Kart","GBA","Racing",7.7,0.46
3630,"State of Decay 2","XOne","Action-Adventure",7,0.46
3633,"Bloody Roar II","PS","Fighting",8.2,0.46
3635,"Mat Hoffman's Pro BMX 2","PS2","Sports",8.1,0.46
3637,"Tales of Vesperia","PS3","Role-Playing",8,0.46
3639,"Classic NES Series: Pac-Man","GBA","Puzzle",5.7,0.46
3640,"Jak and Daxter: The Lost Frontier","PS2","Platform",7.5,0.46
3644,"Disney's Kim Possible 3: Team Possible","GBA","Platform",9,0.46
3649,"Tomb Raider: Legend","PSP","Action",7.2,0.46
3653,"Boom Blox Bash Party","Wii","Puzzle",8.8,0.46
3659,"Brothers In Arms: D-Day","PSP","Shooter",6.8,0.46
3660,"Red Faction: Armageddon","PS3","Shooter",7,0.46
3664,"Syphon Filter: Logan's Shadow","PSP","Shooter",8.4,0.46
3665,"Hyrule Warriors: Definitive Edition","NS","Action",8,0.46
3675,".hack//Outbreak Part 3","PS2","Role-Playing",7.1,0.46
3677,"Iridion 3D","GBA","Shooter",5.6,0.46
3679,"Area 51","PS2","Shooter",7.7,0.45
3680,"Enemy Territory: Quake Wars","X360","Shooter",6.7,0.45
3684,"Vandal Hearts","PS","Role-Playing",7.7,0.45
3690,"Warhammer 40,000: Space Marine","PS3","Shooter",7.3,0.45
3692,"PES 2009: Pro Evolution Soccer","Wii","Sports",8.4,0.45
3693,"F.E.A.R. 3","PS3","Shooter",7.8,0.45
3699,"Phantasy Star Online Episode I & II","GC","Role-Playing",8.2,0.45
3701,"Enter the Matrix","GC","Action",6.5,0.45
3704,"Bleach: The Blade of Fate","DS","Fighting",8.2,0.45
3714,"Apocalypse","PS","Action",6.7,0.45
3716,"Band Hero","DS","Misc",6.3,0.45
3717,"The Powerpuff Girls: Relish Rampage","PS2","Action",3.8,0.45
3722,"L.A. Noire","NS","Adventure",7.9,0.45
3727,"Worms: Open Warfare 2","PSP","Strategy",8.1,0.45
3728,"Sid Meier's Civilization Revolution","DS","Strategy",8.2,0.45
3731,"Dynasty Warriors: Strikeforce","PSP","Action",6.4,0.45
3732,"Lego Batman 3: Beyond Gotham","WiiU","Action",7.4,0.45
3734,"Command & Conquer: Red Alert 3","X360","Strategy",7.4,0.45
3735,"Tomb Raider: Underworld","Wii","Adventure",6.3,0.45
3740,"Tekken Advance","GBA","Fighting",8.3,0.45
3741,"The Sims 3: Ambitions","PC","Simulation",7.9,0.45
3742,"Style Savvy: Styling Star","3DS","Simulation",8.5,0.45
3747,"Bee Movie Game","DS","Action",6,0.45
3749,"TNA iMPACT!","X360","Fighting",6.4,0.45
3750,"WWE Day of Reckoning","GC","Fighting",8.1,0.45
3751,"Scooby-Doo! and the Spooky Swamp","Wii","Action",7.6,0.45
3752,"Hot Wheels: Stunt Track Challenge","GBA","Racing",5.3,0.45
3756,"Vin Diesel: Wheelman","X360","Racing",6.7,0.45
3757,"Burnout Dominator","PSP","Racing",7.8,0.45
3759,"Silent Hill: Homecoming","X360","Action",7.6,0.45
3763,"Shin Megami Tensei: Persona 3","PS2","Role-Playing",8.7,0.45
3764,"Persona","PS","Role-Playing",8.1,0.45
3769,"LEGO Rock Band","DS","Misc",8.4,0.45
3779,"F.E.A.R. 3","X360","Shooter",7.8,0.45
3780,"SOCOM: U.S. Navy SEALs Fireteam Bravo 3","PSP","Shooter",7.5,0.45
3782,"NBA Live 2005","GC","Sports",8.5,0.45
3784,"Virtua Tennis 4","PS3","Sports",6.4,0.45
3791,"Blood Omen: Legacy of Kain","PS","Role-Playing",7.8,0.44
3792,"Eternal Sonata","PS3","Role-Playing",8.3,0.44
3793,"Hyperdimension Neptunia","PS3","Role-Playing",5.3,0.44
3798,"Need for Speed: Shift 2 Unleashed","X360","Racing",8.5,0.44
3799,"The Darkness","X360","Shooter",8.3,0.44
3800,"Resistance: Burning Skies","PSV","Shooter",4.8,0.44
3803,"Battlefield 2: Modern Combat","PS2","Shooter",7.6,0.44
3805,"Crash: Mind Over Mutant","Wii","Platform",7.5,0.44
3807,"Shin Megami Tensei: Devil Survivor Overclocked","3DS","Role-Playing",7.6,0.44
3808,"X-Men Legends II: Rise of Apocalypse","XB","Role-Playing",8.3,0.44
3814,"SingStar Queen","PS3","Misc",6.8,0.44
3819,"Samurai Warriors 3","Wii","Action",5.1,0.44
3822,"Battlebots: Design & Destroy","GBA","Action",4,0.44
3827,"Naughty Bear","PS3","Action",4.5,0.44
3832,"Hey! Pikmin","3DS","Platform",6.8,0.44
3833,"Major League Baseball 2K6","PS2","Sports",7.3,0.44
3835,"G-Force","Wii","Action",7.5,0.44
3842,"Wario World","GC","Platform",7.5,0.44
3847,"Yu-Gi-Oh! 5D's Tag Force 4","PSP","Strategy",7,0.44
3853,"Story of Seasons","3DS","Misc",7.7,0.44
3856,"Tetris Axis","3DS","Puzzle",7.8,0.44
3858,"LEGO DC Super-Villains","NS","Action-Adventure",7.8,0.44
3861,"Madden NFL 12","Wii","Sports",7,0.44
3864,"LEGO Star Wars II: The Original Trilogy","XB","Action",8.3,0.44
3865,"Viking: Battle for Asgard","X360","Action",6.2,0.44
3878,"2014 FIFA World Cup Brazil","X360","Sports",7.3,0.44
3883,"Chocobo Racing","PS","Racing",5.4,0.44
3887,"Star Fox: Zero","WiiU","Shooter",6.7,0.44
3891,"Child of Eden","X360","Shooter",8.3,0.44
3894,"NBA 2K18","NS","Sports",7.5,0.43
3919,"Madden NFL 2003","GC","Sports",9.1,0.43
3920,"Rocksmith 2014","XOne","Music",9,0.43
3923,"Primal","PS2","Action",7.1,0.43
3924,"Def Jam Icon","PS3","Action",6.6,0.43
3935,"Atelier Totori: The Adventurer of Arland","PS3","Role-Playing",7.8,0.43
3941,"NiGHTS into dreams...","SAT","Platform",9.1,0.43
3942,"Need for Speed Underground 2","GBA","Racing",6.5,0.43
3948,"Sin and Punishment: Star Successor","Wii","Shooter",8.4,0.43
3949,"Doom (2016)","NS","Shooter",8.2,0.43
3951,"OkamiDen","DS","Adventure",8.3,0.43
3955,"007: Quantum of Solace","PS2","Shooter",7.8,0.43
3956,"Castlevania: Dawn of Sorrow","DS","Platform",8.9,0.43
3957,"Mischief Makers","N64","Platform",6.5,0.43
3958,"MLB 14 The Show","PS3","Sports",8.2,0.43
3959,"Crash: Mind Over Mutant","PSP","Platform",4.8,0.43
3962,"NHL Slapshot","Wii","Sports",7.6,0.42
3970,"Army Men: Sarge's Heroes 2","N64","Shooter",6,0.42
3973,"2010 FIFA World Cup South Africa","Wii","Sports",6.8,0.42
3978,"Medal of Honor: Rising Sun","GC","Shooter",6.6,0.42
3980,"Zack & Wiki: Quest for Barbaros' Treasure","Wii","Adventure",8.7,0.42
3981,"Harry Potter and the Goblet of Fire","GC","Adventure",6.7,0.42
3983,"James Bond 007: Everything or Nothing","GC","Shooter",7.4,0.42
3984,"Call of Duty: Black Ops II","WiiU","Shooter",8.6,0.42
3985,"Call of Duty: Advanced Warfare","PC","Shooter",8.6,0.42
3989,"Tony Hawk's American Wasteland","GC","Sports",8.4,0.42
3991,"Blazing Angels: Squadrons of WWII","X360","Simulation",6.4,0.42
3996,"NBA Live 06","PSP","Sports",8.1,0.42
4000,"LEGO Rock Band","PS3","Misc",7.4,0.42
4002,"Guitar Hero: Smash Hits","X360","Misc",7.1,0.42
4006,"Castlevania: The Dracula X Chronicles","PSP","Platform",8,0.42
4012,"Mega Man Anniversary Collection","GC","Platform",7.5,0.42
4019,"Grandia","SAT","Role-Playing",8.7,0.42
4026,"Horsez","DS","Simulation",4,0.42
4028,"Colony Wars","PS","Simulation",8.8,0.42
4029,"Vanquish","X360","Shooter",8.3,0.42
4036,"Castlevania: Curse of Darkness","PS2","Action",7.2,0.42
4038,"Command & Conquer 3: Tiberium Wars","X360","Strategy",7.6,0.42
4042,"Pirates of the Caribbean: At World's End","PSP","Action",6,0.42
4043,"Juiced: Eliminator","PSP","Racing",6.6,0.42
4045,"Sonic Gems Collection","GC","Misc",6.9,0.42
4055,"Dr. Mario 64","N64","Puzzle",6,0.42
4063,"How to Train Your Dragon","Wii","Action",6.6,0.42
4065,"Madden NFL Football","3DS","Sports",4.5,0.41
4069,"TimeShift","X360","Shooter",7,0.41
4071,"Battlefield 2: Modern Combat","X360","Shooter",7.8,0.41
4073,"Armored Core","PS","Simulation",7.2,0.41
4075,"Zone of the Enders: The 2nd Runner","PS2","Simulation",8.6,0.41
4078,"Top Spin 4","X360","Sports",8.2,0.41
4079,"NBA 2K9","PS2","Sports",7,0.41
4081,"NBA Jam","Wii","Sports",8,0.41
4082,"WWE All Stars","PS3","Fighting",7.6,0.41
4091,"Green Day: Rock Band","X360","Misc",7.8,0.41
4094,"Dexter's Laboratory Deesaster Strikes","GBA","Adventure",6.5,0.41
4102,"Mortal Kombat: Deadly Alliance","GC","Action",8.6,0.41
4108,"Rune Factory 3: A Fantasy Harvest Moon","DS","Role-Playing",8,0.41
4109,"Naughty Bear","X360","Action",4.4,0.41
4117,"Nintendo Labo: Toy-Con 03 Vehicle Kit","NS","Racing",7,0.41
4119,"NiGHTS: Journey of Dreams","Wii","Platform",7,0.41
4120,"Sega Rally Championship 2","DC","Racing",8.5,0.41
4122,"BlazBlue: Continuum Shift","PS3","Fighting",8.7,0.41
4127,"Katamari Forever","PS3","Puzzle",7.3,0.41
4136,"Ed, Edd n Eddy: The Mis-Edventures","PS2","Platform",4.8,0.41
4137,"Ogre Battle 64: Person of Lordly Caliber","N64","Role-Playing",9.1,0.41
4139,"Green Day: Rock Band","PS3","Misc",7.8,0.41
4142,"Command & Conquer: Red Alert","PS","Strategy",7.8,0.41
4148,"300: March to Glory","PSP","Action",4.9,0.41
4149,"SpongeBob SquigglePants","Wii","Misc",5.4,0.41
4150,"Band Hero","PS2","Misc",6,0.41
4155,"Transformers: Revenge of the Fallen","PSP","Action",3.8,0.41
4156,"Call of Duty: Modern Warfare: Mobilized","DS","Shooter",7.6,0.41
4161,"Spore Hero","Wii","Simulation",5.8,0.4
4165,"The Urbz: Sims in the City","GC","Simulation",7.6,0.4
4167,"Harvest Moon: Save the Homeland","PS2","Simulation",7.8,0.4
4175,"Bugs Bunny: Lost in Time","PS","Platform",7,0.4
4176,"Castlevania: Portrait of Ruin","DS","Platform",8.5,0.4
4177,"I-Ninja","PS2","Platform",7.2,0.4
4179,"Command & Conquer","PS","Strategy",8.4,0.4
4183,"Star Wars The Clone Wars: Republic Heroes","DS","Action",5.9,0.4
4184,"No More Heroes 2: Desperate Struggle","Wii","Action",8.5,0.4
4190,"Marvel: Ultimate Alliance","Wii","Role-Playing",6.9,0.4
4192,"James Cameron's Avatar: The Game","DS","Action",6.4,0.4
4193,"Sega Superstars Tennis","PS3","Sports",6.8,0.4
4197,"Harry Potter: Quidditch World Cup","GC","Sports",7.2,0.4
4200,"TNA iMPACT!","PS3","Fighting",6.3,0.4
4201,"Rocket League","NS","Sports",9.2,0.4
4203,"Beowulf: The Game","X360","Action",4.9,0.4
4206,"18 Wheeler: American Pro Trucker","PS2","Racing",6,0.4
4207,"Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009","DS","Action",7.5,0.4
4213,"Power Rangers: Dino Thunder","GC","Action",5.3,0.4
4216,"Fighting Vipers","SAT","Fighting",8,0.4
4217,"Spider-Man: Web of Shadows","X360","Action",6.6,0.4
4219,"Star Wars: Clone Wars","GC","Shooter",7.3,0.4
4221,"You Don't Know Jack","PS","Misc",8.5,0.4
4242,"WWE SmackDown! vs. RAW 2006","PSP","Fighting",8.1,0.4
4243,"Overlord","X360","Adventure",7.7,0.4
4247,"The Gunstringer","X360","Shooter",7.6,0.4
4249,"Call of Duty: Finest Hour","GC","Shooter",7.7,0.4
4263,"Dungeon Siege III","PS3","Role-Playing",7.3,0.39
4264,"Alpha Protocol","X360","Role-Playing",6.8,0.39
4265,"LocoRoco","PSP","Platform",8.1,0.39
4268,"Tomb Raider: Anniversary","X360","Action",7.9,0.39
4269,"Bloody Roar","PS","Fighting",8.6,0.39
4271,"Mass Effect 2","PC","Role-Playing",9.6,0.39
4274,"Super Monkey Ball: Step & Roll","Wii","Action",6,0.39
4275,"Donkey Konga 2","GC","Misc",6.5,0.39
4285,"Harry Potter: Quidditch World Cup","GBA","Sports",4.9,0.39
4286,"EA Sports Active 2","X360","Sports",6.3,0.39
4289,"FIFA Soccer 12","3DS","Sports",7,0.39
4292,"LEGO Star Wars III: The Clone Wars","PSP","Action",6.3,0.39
4304,"Farming Simulator 2013","X360","Simulation",3,0.39
4308,"Just Dance 2014","PS3","Music",7.8,0.39
4310,"Red Faction: Armageddon","X360","Shooter",7.1,0.39
4313,"Condemned 2: Bloodshot","PS3","Shooter",8.4,0.39
4321,"The House of The Dead III","XB","Shooter",6.8,0.39
4326,"Final Fantasy Crystal Chronicles: The Crystal Bearers","Wii","Adventure",6.7,0.39
4328,"NBA Live 09","PSP","Sports",6.1,0.39
4330,"Chibi-Robo! Plug into Adventure!","GC","Adventure",7.4,0.39
4339,"Metal Gear Solid: Snake Eater 3D","3DS","Action-Adventure",7.9,0.39
4346,"Combat of Giants: Dinosaurs 3D","3DS","Strategy",4.3,0.39
4348,"Advance Wars: Dual Strike","DS","Strategy",9,0.39
4350,"Robert Ludlum's The Bourne Conspiracy","PS3","Action",7.6,0.39
4351,"Hitman: Blood Money","X360","Action",8.1,0.39
4352,"Ice Age 2: The Meltdown","PS2","Platform",7.4,0.39
4353,"Silent Hill: Homecoming","PS3","Action",7.4,0.39
4359,"Scribblenauts: Unlimited","WiiU","Puzzle",7,0.38
4360,"SSX 3","GC","Sports",9.5,0.38
4362,"Turok: Evolution","GC","Shooter",7.4,0.38
4376,"Phoenix Wright: Ace Attorney - Dual Destinies","3DS","Misc",8.1,0.38
4386,"NCAA Football 11","PS2","Sports",6.4,0.38
4389,"Hatsune Miku: Project Mirai DX","3DS","Misc",7.5,0.38
4394,"Pro Evolution Soccer 2011 3D","3DS","Sports",7.5,0.38
4396,"Hunter: The Reckoning","XB","Action",7.8,0.38
4397,"Marvel: Ultimate Alliance","PS3","Role-Playing",7.7,0.38
4400,"Saints Row: The Third","PC","Action",8.3,0.38
4405,"Sega Superstars Tennis","PS2","Sports",6.9,0.38
4412,"Final Fantasy Adventure","GB","Adventure",9,0.38
4417,"Virtua Tennis 2009","PS3","Sports",6.6,0.38
4418,"Pok<e9>mon Channel","GC","Adventure",5.2,0.38
4420,"Ghost Trick: Phantom Detective","DS","Adventure",8.2,0.38
4425,"NBA 2K7","PS3","Sports",8.1,0.38
4426,"Tiger Woods PGA Tour 08","PSP","Sports",7.5,0.38
4434,"Need for Speed: Nitro","DS","Racing",7.2,0.38
4440,"Raving Rabbids: Travel in Time 3D","3DS","Platform",5.8,0.38
4441,"Ice Age: Dawn of the Dinosaurs","DS","Platform",5,0.38
4442,"Metal Gear Solid HD Collection","X360","Action",9.2,0.38
4443,"Wii Sports Club","WiiU","Sports",6.7,0.38
4447,"Grandia Xtreme","PS2","Role-Playing",6.7,0.38
4449,"Ice Age","GBA","Action",4.2,0.38
4453,"Marvel Nemesis: Rise of the Imperfects","GC","Fighting",6,0.38
4456,"Viking: Battle for Asgard","PS3","Action",6.6,0.38
4460,"DiRT 2","Wii","Racing",4.6,0.37
4461,"Dawn of Discovery","PC","Simulation",8.4,0.37
4466,"EA Sports MMA","PS3","Fighting",7.6,0.37
4468,"Virtua Fighter 3tb","DC","Fighting",8.1,0.37
4472,"Overlord: Dark Legend","Wii","Adventure",7,0.37
4474,"Burnout Paradise Remastered","PS4","Racing",8,0.37
4476,"Need for Speed: Hot Pursuit","PC","Racing",8.9,0.37
4477,"Batman: Arkham City Armored Edition","WiiU","Action",8.6,0.37
4478,"Minecraft","3DS","Misc",6.7,0.37
4480,"Guitar Hero On Tour: Modern Hits","DS","Misc",7.3,0.37
4483,"NFL Street 2 Unleashed","PSP","Sports",7.4,0.37
4492,"NBA 2K10","Wii","Sports",5.1,0.37
4494,"NCAA Football 07","PSP","Sports",7.6,0.37
4497,"Virtua Tennis 2009","Wii","Sports",7.3,0.37
4502,"Major League Baseball 2K6","X360","Sports",6.3,0.37
4507,"Spider-Man: Friend or Foe","PS2","Action",5.4,0.37
4508,"Pac-Man World 2","GC","Platform",7.5,0.37
4509,"The Legend of Spyro: A New Beginning","DS","Platform",7.1,0.37
4511,"Sonic Lost World","WiiU","Platform",6,0.37
4512,"Castlevania: Order of Ecclesia","DS","Platform",8.2,0.37
4513,"Monsters, Inc. Scream Arena","GC","Platform",3.8,0.37
4515,"Harry Potter and the Order of the Phoenix","PSP","Adventure",4.8,0.37
4517,"999: Nine Hours, Nine Persons, Nine Doors","DS","Adventure",7.9,0.37
4520,"Shin Megami Tensei IV: Apocalypse","3DS","Role-Playing",8.1,0.37
4522,"Dungeon Siege III","X360","Role-Playing",7.2,0.37
4523,"Rune Factory: Frontier","Wii","Role-Playing",7.9,0.37
4525,"Tomb Raider: Legend","X360","Action",8.1,0.37
4526,"Mini Ninjas","Wii","Action",7.6,0.37
4532,"Fragile Dreams: Farewell Ruins of the Moon","Wii","Role-Playing",6.7,0.37
4534,"Marvel: Ultimate Alliance","PSP","Role-Playing",8.5,0.37
4540,"The Golden Compass","PSP","Adventure",2.8,0.37
4543,"Quake 4","X360","Shooter",7.3,0.37
4546,"Rage","PC","Shooter",7.8,0.37
4547,"The House of the Dead: Overkill - Extended Cut","PS3","Shooter",7.2,0.37
4548,"Wanted: Weapons of Fate","X360","Shooter",6.2,0.37
4553,"BlazBlue: Calamity Trigger","X360","Fighting",8.5,0.36
4563,"Left 4 Dead 2","PC","Shooter",9,0.36
4565,"SOCOM: Tactical Strike","PSP","Shooter",7.1,0.36
4568,"ESPN: Sports Connection","WiiU","Sports",3,0.36
4571,"Tekken Hybrid","PS3","Fighting",4,0.36
4575,"Breath of Fire II","SNES","Role-Playing",8.3,0.36
4576,"Arc the Lad: Twilight of the Spirits","PS2","Role-Playing",7.3,0.36
4579,"LocoRoco 2","PSP","Platform",8.5,0.36
4583,"Tiger Woods PGA Tour 09","PSP","Sports",5.2,0.36
4585,"Formula 1 Championship Edition","PS","Racing",8.5,0.36
4594,"Mega Man 11","NS","Platform",8,0.36
4601,"South Park Rally","PS","Racing",3.9,0.36
4606,"Harvest Moon: The Tale of Two Towns","3DS","Simulation",6.3,0.36
4607,"Trauma Center: Under the Knife","DS","Simulation",8,0.36
4608,"Hamtaro: Ham-Ham Heartbreak","GBA","Action",8,0.36
4614,"SAW","PS3","Action",6,0.36
4617,"The Incredibles: Rise of the Underminer","PS2","Action",6.1,0.36
4618,"G-Force","PSP","Action",7,0.36
4621,"The Wonderful 101","WiiU","Action",8,0.36
4631,"Nintendo Labo: Toy-Con 02 Robot Kit","NS","Action",7,0.36
4632,"Spider-Man: Shattered Dimensions","X360","Action",8.2,0.36
4634,"LEGO Pirates of the Caribbean: The Video Game","PSP","Action",6.8,0.36
4639,"Assassin's Creed III","WiiU","Action-Adventure",7.7,0.36
4641,"NARC","PS2","Shooter",5.5,0.36
4642,"GoldenEye: Rogue Agent","GC","Shooter",5.9,0.36
4645,"Call of Duty: Ghosts","WiiU","Shooter",8.8,0.35
4647,"EA Sports MMA","X360","Fighting",7.7,0.35
4648,"Teenage Mutant Ninja Turtles: Smash-Up","Wii","Fighting",7.2,0.35
4649,"Dead or Alive 5 Last Round","PS4","Fighting",7.1,0.35
4654,"Dragon Ball Z: Extreme Butoden","3DS","Fighting",5,0.35
4659,"Blasto","PS","Action",4.6,0.35
4660,"Disney's Tarzan: Return to the Jungle","GBA","Action",6.9,0.35
